phenomenon	figure_stem	label	title	language	clause_wo	np_wo	alignment	comp_system	strategy	anc_choice_word_order	anc_iv_order	anc_tv_order	n_pairs	bad_parse	bad_parse_rate
3_1_clausal_V_form	14_3_1_clausal_V_form	fig:heatmap-14-clausal-v-form	3.1 Clausal complement verb form	75_vos_gn_er_b_no	vos	gn	erg-abs	balancing	nomn	svo	SV	AVP	100	0	0.0
3_1_clausal_V_form	14_3_1_clausal_V_form	fig:heatmap-14-clausal-v-form	3.1 Clausal complement verb form	76_vos_gn_er_d_se	vos	gn	erg-abs	deranking	sent	vos	VS	VPA	100	0	0.0
3_1_clausal_V_form	14_3_1_clausal_V_form	fig:heatmap-14-clausal-v-form	3.1 Clausal complement verb form	77_vos_gn_er_d_pa	vos	gn	erg-abs	deranking	poss-acc	svo	SV	AVP	100	0	0.0
3_1_clausal_V_form	14_3_1_clausal_V_form	fig:heatmap-14-clausal-v-form	3.1 Clausal complement verb form	78_vos_gn_er_d_ep	vos	gn	erg-abs	deranking	erg-poss	sov	SV	PVA	100	0	0.0
3_1_clausal_V_form	14_3_1_clausal_V_form	fig:heatmap-14-clausal-v-form	3.1 Clausal complement verb form	79_vos_gn_er_d_no	vos	gn	erg-abs	deranking	nomn	svo	SV	AVP	100	0	0.0
3_1_clausal_V_form	14_3_1_clausal_V_form	fig:heatmap-14-clausal-v-form	3.1 Clausal complement verb form	80_vos_ng_ac_b_se	vos	ng	nom-acc	balancing	sent	vos	VS	VPA	100	7	0.07
3_1_clausal_V_form	14_3_1_clausal_V_form	fig:heatmap-14-clausal-v-form	3.1 Clausal complement verb form	81_vos_ng_ac_b_pa	vos	ng	nom-acc	balancing	poss-acc	vos	VS	VPA	100	0	0.0
3_1_clausal_V_form	14_3_1_clausal_V_form	fig:heatmap-14-clausal-v-form	3.1 Clausal complement verb form	82_vos_ng_ac_b_ep	vos	ng	nom-acc	balancing	erg-poss	vos	VS	VPA	100	0	0.0
3_1_clausal_V_form	14_3_1_clausal_V_form	fig:heatmap-14-clausal-v-form	3.1 Clausal complement verb form	83_vos_ng_ac_b_no	vos	ng	nom-acc	balancing	nomn	vos	VS	VPA	100	0	0.0
3_1_clausal_V_form	14_3_1_clausal_V_form	fig:heatmap-14-clausal-v-form	3.1 Clausal complement verb form	84_vos_ng_ac_d_se	vos	ng	nom-acc	deranking	sent	vos	VS	VPA	100	0	0.0
3_1_clausal_V_form	14_3_1_clausal_V_form	fig:heatmap-14-clausal-v-form	3.1 Clausal complement verb form	85_vos_ng_ac_d_pa	vos	ng	nom-acc	deranking	poss-acc	vos	VS	VPA	100	0	0.0
3_1_clausal_V_form	14_3_1_clausal_V_form	fig:heatmap-14-clausal-v-form	3.1 Clausal complement verb form	86_vos_ng_ac_d_ep	vos	ng	nom-acc	deranking	erg-poss	vos	VS	VPA	100	0	0.0
3_1_clausal_V_form	14_3_1_clausal_V_form	fig:heatmap-14-clausal-v-form	3.1 Clausal complement verb form	87_vos_ng_ac_d_no	vos	ng	nom-acc	deranking	nomn	vos	VS	VPA	100	0	0.0
3_1_clausal_V_form	14_3_1_clausal_V_form	fig:heatmap-14-clausal-v-form	3.1 Clausal complement verb form	88_vos_ng_er_b_se	vos	ng	erg-abs	balancing	sent	vos	VS	VPA	100	100	1.0
3_1_clausal_V_form	14_3_1_clausal_V_form	fig:heatmap-14-clausal-v-form	3.1 Clausal complement verb form	89_vos_ng_er_b_pa	vos	ng	erg-abs	balancing	poss-acc	vos	VS	VPA	100	41	0.41
3_1_clausal_V_form	14_3_1_clausal_V_form	fig:heatmap-14-clausal-v-form	3.1 Clausal complement verb form	90_vos_ng_er_b_ep	vos	ng	erg-abs	balancing	erg-poss	vos	VS	VPA	100	0	0.0
3_1_clausal_V_form	14_3_1_clausal_V_form	fig:heatmap-14-clausal-v-form	3.1 Clausal complement verb form	91_vos_ng_er_b_no	vos	ng	erg-abs	balancing	nomn	vos	VS	VPA	100	0	0.0
3_1_clausal_V_form	14_3_1_clausal_V_form	fig:heatmap-14-clausal-v-form	3.1 Clausal complement verb form	92_vos_ng_er_d_se	vos	ng	erg-abs	deranking	sent	vos	VS	VPA	100	0	0.0
3_1_clausal_V_form	14_3_1_clausal_V_form	fig:heatmap-14-clausal-v-form	3.1 Clausal complement verb form	93_vos_ng_er_d_pa	vos	ng	erg-abs	deranking	poss-acc	vos	VS	VPA	100	0	0.0
3_1_clausal_V_form	14_3_1_clausal_V_form	fig:heatmap-14-clausal-v-form	3.1 Clausal complement verb form	94_vos_ng_er_d_ep	vos	ng	erg-abs	deranking	erg-poss	vos	VS	VPA	100	0	0.0
3_1_clausal_V_form	14_3_1_clausal_V_form	fig:heatmap-14-clausal-v-form	3.1 Clausal complement verb form	95_vos_ng_er_d_no	vos	ng	erg-abs	deranking	nomn	vos	VS	VPA	100	0	0.0
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	00_sov_gn_ac_b_se	sov	gn	nom-acc	balancing	sent	sov	SV	APV	100	4	0.04
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	01_sov_gn_ac_b_pa	sov	gn	nom-acc	balancing	poss-acc	sov	SV	APV	100	2	0.02
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	02_sov_gn_ac_b_ep	sov	gn	nom-acc	balancing	erg-poss	sov	SV	APV	100	2	0.02
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	03_sov_gn_ac_b_no	sov	gn	nom-acc	balancing	nomn	sov	SV	APV	100	2	0.02
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	04_sov_gn_ac_d_se	sov	gn	nom-acc	deranking	sent	sov	SV	APV	100	4	0.04
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	05_sov_gn_ac_d_pa	sov	gn	nom-acc	deranking	poss-acc	sov	SV	APV	100	2	0.02
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	06_sov_gn_ac_d_ep	sov	gn	nom-acc	deranking	erg-poss	sov	SV	APV	100	2	0.02
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	07_sov_gn_ac_d_no	sov	gn	nom-acc	deranking	nomn	sov	SV	APV	100	2	0.02
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	08_sov_gn_er_b_se	sov	gn	erg-abs	balancing	sent	sov	SV	APV	100	70	0.7
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	09_sov_gn_er_b_pa	sov	gn	erg-abs	balancing	poss-acc	sov	SV	APV	100	70	0.7
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	10_sov_gn_er_b_ep	sov	gn	erg-abs	balancing	erg-poss	sov	SV	APV	100	70	0.7
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	11_sov_gn_er_b_no	sov	gn	erg-abs	balancing	nomn	sov	SV	APV	100	70	0.7
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	12_sov_gn_er_d_se	sov	gn	erg-abs	deranking	sent	sov	SV	APV	100	55	0.55
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	13_sov_gn_er_d_pa	sov	gn	erg-abs	deranking	poss-acc	sov	SV	APV	100	100	1.0
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	14_sov_gn_er_d_ep	sov	gn	erg-abs	deranking	erg-poss	sov	SV	APV	100	100	1.0
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	15_sov_gn_er_d_no	sov	gn	erg-abs	deranking	nomn	sov	SV	APV	100	100	1.0
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	16_sov_ng_ac_b_se	sov	ng	nom-acc	balancing	sent	sov	SV	APV	100	4	0.04
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	17_sov_ng_ac_b_pa	sov	ng	nom-acc	balancing	poss-acc	ovs	VS	PVA	100	4	0.04
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	18_sov_ng_ac_b_ep	sov	ng	nom-acc	balancing	erg-poss	vos	VS	AVP	100	4	0.04
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	19_sov_ng_ac_b_no	sov	ng	nom-acc	balancing	nomn	ovs	VS	PVA	100	4	0.04
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	20_sov_ng_ac_d_se	sov	ng	nom-acc	deranking	sent	sov	SV	APV	100	99	0.99
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	21_sov_ng_ac_d_pa	sov	ng	nom-acc	deranking	poss-acc	ovs	VS	PVA	100	4	0.04
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	22_sov_ng_ac_d_ep	sov	ng	nom-acc	deranking	erg-poss	vos	VS	AVP	100	4	0.04
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	23_sov_ng_ac_d_no	sov	ng	nom-acc	deranking	nomn	ovs	VS	PVA	100	4	0.04
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	24_sov_ng_er_b_se	sov	ng	erg-abs	balancing	sent	sov	SV	APV	100	69	0.69
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	25_sov_ng_er_b_pa	sov	ng	erg-abs	balancing	poss-acc	ovs	VS	PVA	100	70	0.7
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	26_sov_ng_er_b_ep	sov	ng	erg-abs	balancing	erg-poss	vos	VS	AVP	100	70	0.7
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	27_sov_ng_er_b_no	sov	ng	erg-abs	balancing	nomn	ovs	VS	PVA	100	70	0.7
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	28_sov_ng_er_d_se	sov	ng	erg-abs	deranking	sent	sov	SV	APV	100	99	0.99
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	29_sov_ng_er_d_pa	sov	ng	erg-abs	deranking	poss-acc	ovs	VS	PVA	100	100	1.0
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	30_sov_ng_er_d_ep	sov	ng	erg-abs	deranking	erg-poss	vos	VS	AVP	100	100	1.0
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	31_sov_ng_er_d_no	sov	ng	erg-abs	deranking	nomn	ovs	VS	PVA	100	100	1.0
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	32_svo_gn_ac_b_se	svo	gn	nom-acc	balancing	sent	svo	SV	AVP	100	1	0.01
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	33_svo_gn_ac_b_pa	svo	gn	nom-acc	balancing	poss-acc	svo	SV	AVP	100	1	0.01
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	34_svo_gn_ac_b_ep	svo	gn	nom-acc	balancing	erg-poss	sov	SV	PVA	100	1	0.01
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	35_svo_gn_ac_b_no	svo	gn	nom-acc	balancing	nomn	svo	SV	AVP	100	1	0.01
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	36_svo_gn_ac_d_se	svo	gn	nom-acc	deranking	sent	svo	SV	AVP	100	1	0.01
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	37_svo_gn_ac_d_pa	svo	gn	nom-acc	deranking	poss-acc	svo	SV	AVP	100	1	0.01
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	38_svo_gn_ac_d_ep	svo	gn	nom-acc	deranking	erg-poss	sov	SV	PVA	100	1	0.01
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	39_svo_gn_ac_d_no	svo	gn	nom-acc	deranking	nomn	svo	SV	AVP	100	1	0.01
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	40_svo_gn_er_b_se	svo	gn	erg-abs	balancing	sent	svo	SV	AVP	100	70	0.7
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	41_svo_gn_er_b_pa	svo	gn	erg-abs	balancing	poss-acc	svo	SV	AVP	100	70	0.7
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	42_svo_gn_er_b_ep	svo	gn	erg-abs	balancing	erg-poss	sov	SV	PVA	100	70	0.7
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	43_svo_gn_er_b_no	svo	gn	erg-abs	balancing	nomn	svo	SV	AVP	100	70	0.7
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	44_svo_gn_er_d_se	svo	gn	erg-abs	deranking	sent	svo	SV	AVP	100	55	0.55
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	45_svo_gn_er_d_pa	svo	gn	erg-abs	deranking	poss-acc	svo	SV	AVP	100	100	1.0
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	46_svo_gn_er_d_ep	svo	gn	erg-abs	deranking	erg-poss	sov	SV	PVA	100	100	1.0
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	47_svo_gn_er_d_no	svo	gn	erg-abs	deranking	nomn	svo	SV	AVP	100	100	1.0
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	48_svo_ng_ac_b_se	svo	ng	nom-acc	balancing	sent	svo	SV	AVP	100	3	0.03
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	49_svo_ng_ac_b_pa	svo	ng	nom-acc	balancing	poss-acc	vos	VS	VPA	100	1	0.01
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	50_svo_ng_ac_b_ep	svo	ng	nom-acc	balancing	erg-poss	vos	VS	VPA	100	1	0.01
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	51_svo_ng_ac_b_no	svo	ng	nom-acc	balancing	nomn	vos	VS	VPA	100	1	0.01
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	52_svo_ng_ac_d_se	svo	ng	nom-acc	deranking	sent	svo	SV	AVP	100	1	0.01
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	53_svo_ng_ac_d_pa	svo	ng	nom-acc	deranking	poss-acc	vos	VS	VPA	100	1	0.01
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	54_svo_ng_ac_d_ep	svo	ng	nom-acc	deranking	erg-poss	vos	VS	VPA	100	1	0.01
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	55_svo_ng_ac_d_no	svo	ng	nom-acc	deranking	nomn	vos	VS	VPA	100	1	0.01
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	56_svo_ng_er_b_se	svo	ng	erg-abs	balancing	sent	svo	SV	AVP	100	1	0.01
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	57_svo_ng_er_b_pa	svo	ng	erg-abs	balancing	poss-acc	vos	VS	VPA	100	1	0.01
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	58_svo_ng_er_b_ep	svo	ng	erg-abs	balancing	erg-poss	vos	VS	VPA	100	1	0.01
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	59_svo_ng_er_b_no	svo	ng	erg-abs	balancing	nomn	vos	VS	VPA	100	1	0.01
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	60_svo_ng_er_d_se	svo	ng	erg-abs	deranking	sent	svo	SV	AVP	100	1	0.01
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	61_svo_ng_er_d_pa	svo	ng	erg-abs	deranking	poss-acc	vos	VS	VPA	100	1	0.01
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	62_svo_ng_er_d_ep	svo	ng	erg-abs	deranking	erg-poss	vos	VS	VPA	100	1	0.01
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	63_svo_ng_er_d_no	svo	ng	erg-abs	deranking	nomn	vos	VS	VPA	100	1	0.01
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	64_vos_gn_ac_b_se	vos	gn	nom-acc	balancing	sent	vos	VS	VPA	100	4	0.04
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	65_vos_gn_ac_b_pa	vos	gn	nom-acc	balancing	poss-acc	svo	SV	AVP	100	4	0.04
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	66_vos_gn_ac_b_ep	vos	gn	nom-acc	balancing	erg-poss	sov	SV	PVA	100	4	0.04
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	67_vos_gn_ac_b_no	vos	gn	nom-acc	balancing	nomn	svo	SV	AVP	100	4	0.04
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	68_vos_gn_ac_d_se	vos	gn	nom-acc	deranking	sent	vos	VS	VPA	100	99	0.99
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	69_vos_gn_ac_d_pa	vos	gn	nom-acc	deranking	poss-acc	svo	SV	AVP	100	4	0.04
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	70_vos_gn_ac_d_ep	vos	gn	nom-acc	deranking	erg-poss	sov	SV	PVA	100	4	0.04
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	71_vos_gn_ac_d_no	vos	gn	nom-acc	deranking	nomn	svo	SV	AVP	100	4	0.04
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	72_vos_gn_er_b_se	vos	gn	erg-abs	balancing	sent	vos	VS	VPA	100	69	0.69
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	73_vos_gn_er_b_pa	vos	gn	erg-abs	balancing	poss-acc	svo	SV	AVP	100	70	0.7
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	74_vos_gn_er_b_ep	vos	gn	erg-abs	balancing	erg-poss	sov	SV	PVA	100	70	0.7
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	75_vos_gn_er_b_no	vos	gn	erg-abs	balancing	nomn	svo	SV	AVP	100	70	0.7
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	76_vos_gn_er_d_se	vos	gn	erg-abs	deranking	sent	vos	VS	VPA	100	99	0.99
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	77_vos_gn_er_d_pa	vos	gn	erg-abs	deranking	poss-acc	svo	SV	AVP	100	100	1.0
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	78_vos_gn_er_d_ep	vos	gn	erg-abs	deranking	erg-poss	sov	SV	PVA	100	100	1.0
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	79_vos_gn_er_d_no	vos	gn	erg-abs	deranking	nomn	svo	SV	AVP	100	100	1.0
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	80_vos_ng_ac_b_se	vos	ng	nom-acc	balancing	sent	vos	VS	VPA	100	4	0.04
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	81_vos_ng_ac_b_pa	vos	ng	nom-acc	balancing	poss-acc	vos	VS	VPA	100	2	0.02
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	82_vos_ng_ac_b_ep	vos	ng	nom-acc	balancing	erg-poss	vos	VS	VPA	100	2	0.02
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	83_vos_ng_ac_b_no	vos	ng	nom-acc	balancing	nomn	vos	VS	VPA	100	2	0.02
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	84_vos_ng_ac_d_se	vos	ng	nom-acc	deranking	sent	vos	VS	VPA	100	4	0.04
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	85_vos_ng_ac_d_pa	vos	ng	nom-acc	deranking	poss-acc	vos	VS	VPA	100	2	0.02
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	86_vos_ng_ac_d_ep	vos	ng	nom-acc	deranking	erg-poss	vos	VS	VPA	100	2	0.02
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	87_vos_ng_ac_d_no	vos	ng	nom-acc	deranking	nomn	vos	VS	VPA	100	2	0.02
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	88_vos_ng_er_b_se	vos	ng	erg-abs	balancing	sent	vos	VS	VPA	100	70	0.7
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	89_vos_ng_er_b_pa	vos	ng	erg-abs	balancing	poss-acc	vos	VS	VPA	100	70	0.7
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	90_vos_ng_er_b_ep	vos	ng	erg-abs	balancing	erg-poss	vos	VS	VPA	100	70	0.7
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	91_vos_ng_er_b_no	vos	ng	erg-abs	balancing	nomn	vos	VS	VPA	100	70	0.7
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	92_vos_ng_er_d_se	vos	ng	erg-abs	deranking	sent	vos	VS	VPA	100	55	0.55
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	93_vos_ng_er_d_pa	vos	ng	erg-abs	deranking	poss-acc	vos	VS	VPA	100	100	1.0
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	94_vos_ng_er_d_ep	vos	ng	erg-abs	deranking	erg-poss	vos	VS	VPA	100	100	1.0
3_2_clausal_S_marker	15_3_2_clausal_S_marker	fig:heatmap-15-clausal-s-marker	3.2 Clausal complement S marker	95_vos_ng_er_d_no	vos	ng	erg-abs	deranking	nomn	vos	VS	VPA	100	100	1.0
3_3_clausal_A_marker	16_3_3_clausal_A_marker	fig:heatmap-16-clausal-a-marker	3.3 Clausal complement A marker	00_sov_gn_ac_b_se	sov	gn	nom-acc	balancing	sent	sov	SV	APV	100	0	0.0
3_3_clausal_A_marker	16_3_3_clausal_A_marker	fig:heatmap-16-clausal-a-marker	3.3 Clausal complement A marker	01_sov_gn_ac_b_pa	sov	gn	nom-acc	balancing	poss-acc	sov	SV	APV	100	0	0.0
3_3_clausal_A_marker	16_3_3_clausal_A_marker	fig:heatmap-16-clausal-a-marker	3.3 Clausal complement A marker	02_sov_gn_ac_b_ep	sov	gn	nom-acc	balancing	erg-poss	sov	SV	APV	100	0	0.0
3_3_clausal_A_marker	16_3_3_clausal_A_marker	fig:heatmap-16-clausal-a-marker	3.3 Clausal complement A marker	03_sov_gn_ac_b_no	sov	gn	nom-acc	balancing	nomn	sov	SV	APV	100	0	0.0
